"Text","Positive","Negative","Score","Summary","PosPercent","NegPercent"
"taaruf ya sukanya",2,1,1,"Positive",0.666666666666667,0.333333333333333
"pamitnya mandi gapapa tau ngetwit kamar mandi dibilang mbaknya sih taaruf taaruf dilamar",1,1,0,"Positive",0.5,0.5
" folback kyata taaruf",0,0,0,"Positive",0,0
" taaruf yuk",1,0,1,"Positive",1,0
"bagus pakai hastag taaruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
"nama albab kota surabaya jenis kelamin laki laki usia status pekerjaan penjaga toko pendidikan lulusan sholat insyallah rutin kriteria calon soleha target nikah ciri fisik t bb",8,8,0,"Positive",0.5,0.5
"rizki academy menikah nadya mustika rahayu proses taaruf menikah usia muda",6,5,1,"Positive",0.545454545454545,0.454545454545455
"dinda hauw rey mbayang menikah usia muda taaruf dinda hauw membongkar alasan menerima rey mbayang",3,4,-1,"Negative",0.428571428571429,0.571428571428571
" potong rambut bingung banget kayak ajak taaruf alah",2,4,-2,"Negative",0.333333333333333,0.666666666666667
" taaruf bryan",0,0,0,"Positive",0,0
" pasangan open bo mencari pasangan mengajak ta'aruf dibilang garangan",4,3,1,"Positive",0.571428571428571,0.428571428571429
"ya memangnya calon bicara ta'aruf",3,3,0,"Positive",0.5,0.5
" sih dinda rey bikin chanel youtube cerita dinda rey ketemu nikah taaruf diceritain ig diceritain sih kayak perjalanan cinta bertahun ",5,5,0,"Positive",0.5,0.5
"mama ku ta'aruf ",1,1,0,"Positive",0.5,0.5
"semoga istikamah ya kalo taaruf dm felix ~~",2,0,2,"Positive",1,0
"heiheihei taaruf beib habis baca ya sih ehe",3,2,1,"Positive",0.6,0.4
"putusin ikhlasin melupakan taaruf gue",1,1,0,"Positive",0.5,0.5
"kon nemu story bagus mia ya menyinggung ta'aruf salah pengartian",4,5,-1,"Negative",0.444444444444444,0.555555555555556
"ta'aruf ndasnya",0,1,-1,"Negative",0,1
" terharu kisah ta'aruf nya",0,2,-2,"Negative",0,1
"ayo mari taaruf ",2,1,1,"Positive",0.666666666666667,0.333333333333333
"ancikk wingi sambat lek gede te taaruf iyo es wkwk",1,3,-2,"Negative",0.25,0.75
"nih adek demam dimodusin pakai ala ala ta aruf hubungan status sih",2,3,-1,"Negative",0.4,0.6
" sih nya goodlooking tajir lupa pakai modus ta aruf ",1,3,-2,"Negative",0.25,0.75
"habis nikah jalur dating apps nikah jalur ta'aruf bentar nikah jalur ghoib",4,9,-5,"Negative",0.307692307692308,0.692307692307692
"sebel salah persepsi taaruf haha",0,2,-2,"Negative",0,1
" kalo asli coba mengajak taaruf ",3,1,2,"Positive",0.75,0.25
"ta'aruf ",0,1,-1,"Negative",0,1
" bilang taaruf chattingan",0,0,0,"Positive",0,0
" ya trend pasmud nikah jalan ta'aruf semoga hati ya biar berkah pernikahan nya alay sosmed nikah",10,8,2,"Positive",0.555555555555556,0.444444444444444
"dahlah taaruf langsung",1,1,0,"Positive",0.5,0.5
" pengin taaruf",0,0,0,"Positive",0,0
" rizky penyanyi dangdut indosiar nikah ta'aruf uwuuwwuuwu sih kayak kemarin dinda haw",2,4,-2,"Negative",0.333333333333333,0.666666666666667
" musim ta'aruf ya",1,1,0,"Positive",0.5,0.5
" menyalah taaruf pacaran langsung mnikah dibilang taaruf chatingan setauku taaruf perantara sih gaboleh berhubungan langsung cewek cowoknya cmiiw",4,4,0,"Positive",0.5,0.5
"pacar anjinc pacaaarrrrrr deh deh gue mah disuruh jomblo allah insya allah gue taaruf langsung nikah amin",7,5,2,"Positive",0.583333333333333,0.416666666666667
"infotainment isinya nikah ta'aruf ",2,3,-1,"Negative",0.4,0.6
" musim ta'aruf ya",1,1,0,"Positive",0.5,0.5
" marak banget nikah jalur taaruf mencoba jalur maksiat ",3,4,-1,"Negative",0.428571428571429,0.571428571428571
" menyesal kelanjur taaruf beb",2,2,0,"Positive",0.5,0.5
"nih taaruf seheboh kayak artis ",2,2,0,"Positive",0.5,0.5
" gua becil taaruf",0,1,-1,"Negative",0,1
" becanda namanya teman mengajak ta'aruf bilang apalin arrahman eh ngapalin benaran selesai vn huhu iya vn pikiranku doi baca eh vn doi bilang wallah baca ya",8,9,-1,"Negative",0.470588235294118,0.529411764705882
" pamer tunangan kandas ya taaruf hyung yuk wkwk",3,2,1,"Positive",0.6,0.4
"ta'aruf semakna pacaran dilabeli pakai ta'aruf pacaran intinya ya berusaha mengenal praktiknya ya tergantung pasangan ",8,7,1,"Positive",0.533333333333333,0.466666666666667
"sungguh indahnya ta'aruf islam",3,3,0,"Positive",0.5,0.5
"kadang bingung orang kontak personal even kontak fisik langsung kepengen banget diblg taaruf kynya deh wkw suka syebel aqutuu lihat couple sok taaruf huft",9,4,5,"Positive",0.692307692307692,0.307692307692308
" tau knapa pas senang banget dibaperin kepastian sekolah anjingnya tuh ditulisan ta'aruf kayak dicoret pelakunya ya kayak apasih banget menulis nyoret asuuuwwwww",9,9,0,"Positive",0.5,0.5
" cerita pas teman skelas ktua mpk rapat masuk kelas ketinggalan pelajaran pinjem bukuku nyalin catatan eh pas dikembaliin bukuku tulisan ta'aruf gede tulisan ",7,8,-1,"Negative",0.466666666666667,0.533333333333333
" menonton bocil sekolah ya uwu halu berharap taaruf ganteng sholeh tajir tau kesolehan kalo lihat foto feed",6,4,2,"Positive",0.6,0.4
" taaruf banget",1,0,1,"Positive",1,0
" gua berpendapat gua rada sebel pasangan pasangan nikah muda teman taaruf kisahnya pasangan panutan potret ideal proses kebahagiaan dst",8,6,2,"Positive",0.571428571428571,0.428571428571429
"gkn balas taaruf xixi",1,1,0,"Positive",0.5,0.5
"rizki bertemu langsung sang istri",3,1,2,"Positive",0.75,0.25
"taaruf yuc sayang",1,1,0,"Positive",0.5,0.5
"pagii moots balas ta'aruf",2,3,-1,"Negative",0.4,0.6
"oke sip taaruf gais",1,0,1,"Positive",1,0
"ta'aruf mas",0,1,-1,"Negative",0,1
"stad kasih tips taaruf cewek khusus pengguna muka ungood luking",4,1,3,"Positive",0.8,0.2
"kabar bahagia taaruf rizki academy menikah",4,3,1,"Positive",0.571428571428571,0.428571428571429
" memantaskan reymbayang dinda matikan putra meme sikap pasangan taaruf sikap pasangan mbak",6,2,4,"Positive",0.75,0.25
"wkwkwwkk tim super suka mendukung guys bang lucu wajar taaruf bahagia nya skrggggg dihujat orang",8,8,0,"Positive",0.5,0.5
"kalo galau musim orang taaruf",1,1,0,"Positive",0.5,0.5
" jaman musim taaruf pacaran jalan main pandemic pindah taaruf bhahahahha",4,4,0,"Positive",0.5,0.5
"pararunten akang teteh selamat keverif sansnomofc kenal taaruf ya kayak dinda hauw ayo berteman jb entar gue ",4,2,2,"Positive",0.666666666666667,0.333333333333333
"saiki usume ta'aruf",0,1,-1,"Negative",0,1
"iya taaruf siwon gua mencari perantara jodohin lu blue face wkwkw",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"wkwkwkwkw perantara tuuuh lu taaruf",0,0,0,"Positive",0,0
"subhanallah ukhty taaruf ",0,0,0,"Positive",0,0
"pengin deh taaruf ",0,0,0,"Positive",0,0
"ta'aruf didepan gaess",0,1,-1,"Negative",0,1
"taaruf ",0,0,0,"Positive",0,0
" jamannya ta'aruf ta'aruf ",0,2,-2,"Negative",0,1
" jaga jodoh orang kuingin langsung menikah ",5,4,1,"Positive",0.555555555555556,0.444444444444444
"taaruf hubungan status berkedok islami",1,1,0,"Positive",0.5,0.5
" orang pengin taaruf sih sih pengin tidur ",2,2,0,"Positive",0.5,0.5
" ta'aruf bang",0,1,-1,"Negative",0,1
" salah perspektif taaruf ye hahaha",0,1,-1,"Negative",0,1
" menunggu taaruf ",1,1,0,"Positive",0.5,0.5
" taaruf ",0,0,0,"Positive",0,0
"mengajak taaruf ",1,0,1,"Positive",1,0
" penganut taaruf hehe",1,1,0,"Positive",0.5,0.5
" indonesia musim nya ta'aruf ok nya bertahan ngejomblo menunggu jodoh tuhan",5,4,1,"Positive",0.555555555555556,0.444444444444444
" pembelajaran sedini indah taaruf",1,1,0,"Positive",0.5,0.5
" samaapa taaruf",0,0,0,"Positive",0,0
" ta'aruf ",0,1,-1,"Negative",0,1
" tau sih ya cerita benaran memakai sense orang tua nya kasih tau pacar medsos kenal singkat setuju orang taaruf sesingkat bikin warga net membedah isi cerita",12,16,-4,"Negative",0.428571428571429,0.571428571428571
"oo sarah punyo cowok",0,0,0,"Positive",0,0
"semangat memperjuangkan nama menyalip sepertiga malam semoga kelak terbaik sisinya",5,5,0,"Positive",0.5,0.5
" kali lihat news isinya nikah jalur taaruf kehidupan deketnya nikahnya orang lainrahasia allah tau rezeki maut ",9,8,1,"Positive",0.529411764705882,0.470588235294118
"bolehnya pas kuliah mending taaruf sih biar enak pacaran",7,6,1,"Positive",0.538461538461538,0.461538461538462
" musim nya ya ta'aruf pacaran halal",2,2,0,"Positive",0.5,0.5
"ta'aruf ehehe biar serioss",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"ramainya orang taaruf eh ",2,2,0,"Positive",0.5,0.5
"oh artis nikah taarufan deh nikah sehari malu segan ya nunjukin mersra sosmed kalo taaruf kayak bentaran ketemu ya malu ",9,7,2,"Positive",0.5625,0.4375
" kenal taaruf quote favoritnya",1,1,0,"Positive",0.5,0.5
"setau lho ya bang ta aruf tuh mengomong ta aruf kudu dilandasi niat ya beribadah kenal tau kudu restu orang tua itupun langsung terima",8,9,-1,"Negative",0.470588235294118,0.529411764705882
" kenal ngajakin ta aruf bakan tau seluk beluknya mengajak ta aruf deh mah kuatin istikharo tahajud dikasih jodoh terbaik allah",6,9,-3,"Negative",0.4,0.6
"usume ta'aruf mbe pacaran sui rabi mbe liane marai wedi ",1,3,-2,"Negative",0.25,0.75
"taaruf ",0,0,0,"Positive",0,0
" artisartis nikah jalur ta'aruf ya",2,3,-1,"Negative",0.4,0.6
"yhh nih taaruf mas harry",0,0,0,"Positive",0,0
" jaman taaruf ya ",1,0,1,"Positive",1,0
"pacarannya nikahnya taaruf definisi jaga jodoh orang",6,5,1,"Positive",0.545454545454545,0.454545454545455
" nikah taaruf ya",2,1,1,"Positive",0.666666666666667,0.333333333333333
"cv taaruf ya",1,0,1,"Positive",1,0
"yaallah taaruf",0,0,0,"Positive",0,0
"bawaannya pengin mengajak taaruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
"matakan sosoan taaruf watsap kayak hawu lgian taaruf sih bete artis ",2,3,-1,"Negative",0.4,0.6
" jaman banget ya pacaran sebentar nikah dibilang ta aruf lu ngarti kagak sih arti ta aruf apeeee ngadi ngadi deh lu ",5,7,-2,"Negative",0.416666666666667,0.583333333333333
"opp awas entar entar lu tinggalkan ajak taaruf ckckckck",3,3,0,"Positive",0.5,0.5
"taaruf live bareng wkw",2,1,1,"Positive",0.666666666666667,0.333333333333333
"diajak taaruf kali",1,1,0,"Positive",0.5,0.5
"taaruf ",0,0,0,"Positive",0,0
"taaruf mas nek meh memiliki",1,1,0,"Positive",0.5,0.5
"ta'aruf kali ah",0,2,-2,"Negative",0,1
" minggu ta'aruf uni sis kabak also excitedhow",0,1,-1,"Negative",0,1
"ta'aruf orang lancar alasan paham agama menyempurnakan separuh agama harta samasama good looking",6,7,-1,"Negative",0.461538461538462,0.538461538461538
" taaruf wkwkwk biar jodoh pengin nya hahahaha canda",3,3,0,"Positive",0.5,0.5
"ta'aruf nang",0,2,-2,"Negative",0,1
"taaruf polehhh",0,0,0,"Positive",0,0
"bako mine nikah udahan richard jedar nikah udahan lesti ridho udahan ridho nya taaruf menikah barakallah mengapai mengurusi",3,7,-4,"Negative",0.3,0.7
"bismillah menerima ajakan taaruf perantara mu",3,0,3,"Positive",1,0
"beranda aing seminggu isinya taaruf perselingkuhan jaga jodoh orang",5,6,-1,"Negative",0.454545454545455,0.545454545454545
"masya allah kurun sahabat ditembung proses ta'aruf menyangka sahabat sekeren ",5,4,1,"Positive",0.555555555555556,0.444444444444444
"yuk semangat taaruf semangat umemantapkan hati memantaskan dirii",6,5,1,"Positive",0.545454545454545,0.454545454545455
"ta'aruf kalo angkot ta'arif dibaca nada kolkolah sugra",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"ayok ta'aruf",0,1,-1,"Negative",0,1
"keuwuan uwu lihat orang taaruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
" sih taaruf kenal cewek dd lesty nikahannya cmiiw",2,2,0,"Positive",0.5,0.5
"jodoh tertulis lauhul mahfudz ambil haram pacaran halal ridhoi allah ta'aruf dapatnya membedakan berkahnya",5,5,0,"Positive",0.5,0.5
" kemarin buka ig isinya orang uwu nikah dadakan ta'aruf ya pelaminan yanh pacaran ",8,7,1,"Positive",0.533333333333333,0.466666666666667
"ajak taaruf detailnya camne maksudnya perjumpaan family ",4,1,3,"Positive",0.8,0.2
" taaruf proses pengenalannya wkakakakak",2,1,1,"Positive",0.666666666666667,0.333333333333333
"bagus nder pacaran perbanyak mngaji perbanyak kajian cari jodoh taaruf langsung nikah",9,7,2,"Positive",0.5625,0.4375
"menata rindu milikku menyaji kenal tatap muka bekal istikamah ta'aruf kau lelah dijalan rabb",10,6,4,"Positive",0.625,0.375
" banget kalo tau taaruf nih tonton",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"taaruf mbak",0,0,0,"Positive",0,0
"yauda taaruf",0,1,-1,"Negative",0,1
"ta aruf sih join",1,1,0,"Positive",0.5,0.5
"buka tiktok isinya taaruf giliran buka hati ngisi",4,4,0,"Positive",0.5,0.5
" tida mengajak taaruf ",1,0,1,"Positive",1,0
"ooow ndedeku cerita nya iyoro pai wara re taaruf ketemu lamaran nikah",3,3,0,"Positive",0.5,0.5
"gaya taaruf prilly latuconsina reza rahadian",0,0,0,"Positive",0,0
" taaruf yuk",1,0,1,"Positive",1,0
"taaruf ketiga",0,0,0,"Positive",0,0
"iya taaruf ya",1,0,1,"Positive",1,0
" pakai taaruf mbah kenal",1,1,0,"Positive",0.5,0.5
"untung basis taaruf gue mah",1,1,0,"Positive",0.5,0.5
" ta aruf yuk em es",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"pengin ta aruf takutnya masak indomie mageran",2,3,-1,"Negative",0.4,0.6
"aap kak ta'aruf",0,1,-1,"Negative",0,1
" ya orangorang mengolokolok proses memantaskan taaruf akad dinda hauw rey mbayang",3,1,2,"Positive",0.75,0.25
" peliknya orang acah rapat gurau kasar hakikatnya kau sesi ta'aruf sis",2,4,-2,"Negative",0.333333333333333,0.666666666666667
"ta'aruf yuk",1,1,0,"Positive",0.5,0.5
"ta'aruf sih",0,1,-1,"Negative",0,1
"nikah muda lahir batin ya usianya dibawah usia legal taaruf biar kayak dinrey langsung kuinterupsi sih hahah gaboleh artisselebgram dijadikan panutan entar kalo amit ya ditiru ditiru nabirasul ",9,11,-2,"Negative",0.45,0.55
"lagilagi prilly mengejutkan netizen mengunggah foto reza rahadian",2,1,1,"Positive",0.666666666666667,0.333333333333333
"membela rey menyebut taaruf modelnya",1,0,1,"Positive",1,0
"silakan cowok taaruf memaksakan mora catatannya bersih ya",2,2,0,"Positive",0.5,0.5
"anggap taaruf ponakan",0,0,0,"Positive",0,0
"untung ta'aruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" mengajak taaruf sunat ",1,0,1,"Positive",1,0
" kak taaruf",0,0,0,"Positive",0,0
" happy happy coy salah masanya ajaran halalin antipacaran taaruftaarufan bayangan ai keindahan menjalani hubungan halal enaaak ajalah sekelas doktrin",10,8,2,"Positive",0.555555555555556,0.444444444444444
"kayak mengerti taaruf sbnernya ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"taaruf yuk",1,0,1,"Positive",1,0
" taaruf",0,0,0,"Positive",0,0
"ayo cepad confess doi keburu doi taaruf doi ",2,4,-2,"Negative",0.333333333333333,0.666666666666667
" ta'aruf suci trend engagement",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" orang pendapat seandainya kau kau nak halalkan just bagitau bgitau tertunggu pandai sseorang deh ajak taaruf maknanya deh shaa allah special syurga",9,4,5,"Positive",0.692307692307692,0.307692307692308
" pengin sih taaruf",0,0,0,"Positive",0,0
"jeta kon ta aruf ta arufan sep pisuii nang ngarepmu sep nek kon rabi buahhahaa ngelamak jetaa ancen",0,3,-3,"Negative",0,1
" vase pengin khitbah tibatiba mengajak taaruf menarik napas dalamdalam dasar ",2,2,0,"Positive",0.5,0.5
"adyaa tepak sing taaruf",1,0,1,"Positive",1,0
" kenal mengajak ta'aruf",2,2,0,"Positive",0.5,0.5
" musim ta'aruf buka ig ta'aruf buka wa ta'aruf buka twitter ta'aruf mengajak gua ta'aruf ",4,9,-5,"Negative",0.307692307692308,0.692307692307692
"indak ah tobat taaruf ",0,1,-1,"Negative",0,1
" jaman ya dikit bilang 'taaruf' kalo ' doa sepertiga malam' lalala kayak apasi anjir dahlah malas mengomong",5,9,-4,"Negative",0.357142857142857,0.642857142857143
"sok mending kolab belajar masak indomie bareng biar uwu kayak taaruf ",5,6,-1,"Negative",0.454545454545455,0.545454545454545
" nikah mengenal calon pasangan taaruf kenalan kenalan diharamkan sih cowok rumah sih cewek bertemu keluarganya kalo ketemuan mengobrol berduaan didampingi",11,7,4,"Positive",0.611111111111111,0.388888888888889
"ih suka banget yaampun pengin taaruf qaqa",2,1,1,"Positive",0.666666666666667,0.333333333333333
"mengajak kasih foto vc lo taaruf anjeng",3,2,1,"Positive",0.6,0.4
" know us din btaya tha jaga kak taaruf ho chuka hai hmara",2,1,1,"Positive",0.666666666666667,0.333333333333333
"heh taaruf",0,0,0,"Positive",0,0
" taaruf langsung nikah biar viral ",3,2,1,"Positive",0.6,0.4
" ajak ta'aruf ",1,1,0,"Positive",0.5,0.5
"taehyung jomblo menunggu ayok ta'aruf smaa ",2,3,-1,"Negative",0.4,0.6
"taehyung ajarkan ta'aruf ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"taehyung ta'aruf yuk",1,1,0,"Positive",0.5,0.5
"serasa taaruf ya wkw",2,1,1,"Positive",0.666666666666667,0.333333333333333
"mengikuti tren orang langsung taaruf menikah",4,4,0,"Positive",0.5,0.5
"oiya taaruf sih ya cuman kode ",1,1,0,"Positive",0.5,0.5
"mengaku taaruf nya sebulan pacaran nya ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"kalo taaruf surfer perantaranya ya",1,0,1,"Positive",1,0
"prank kepala botak seandainya benaran masak gelik lihat postingannya kalo bocah kawin ya orang chat private mengaku taaruf omong kosong orang taaruf japri sebel ",11,8,3,"Positive",0.578947368421053,0.421052631578947
" musimmusimnya taaruf ya pendadak ",2,0,2,"Positive",1,0
"random banget sih tbtb kepikiran ya orang nikah ta'aruf taunya pasangannya psikopat",6,6,0,"Positive",0.5,0.5
"penutupan mataba ta aruf santri ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"sbnrnya orang lamar orang mengajak taaruf tolak move standar menurutku layak mnjd takut salah pilihmsh selesaikan diriku ",7,9,-2,"Negative",0.4375,0.5625
"gila julid malam teman sd gue upload story wa mengajak pacaran kalah mengajak taaruf upload sw bangga nya pacaran cowok berseragam upload lo itung maemunah main congklak mrasa gemas",8,7,1,"Positive",0.533333333333333,0.466666666666667
"kasih cv hyung sapa tau taaruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" banget ya taaruf ",2,0,2,"Positive",1,0
"biarle sok taong mar kalo taaruf ngna ",0,0,0,"Positive",0,0
"gue suka bacain tweet lo kocak taaruf call mrasa malu",2,3,-1,"Negative",0.4,0.6
" pedekate istilah syar ta aruf tujuannya mengenal mengenaltumbuh cinta cinta salah material menikah",5,7,-2,"Negative",0.416666666666667,0.583333333333333
" musim taaruf gue pakai taaruf cuman biar batesan gadiajakin uway hhhh",1,1,0,"Positive",0.5,0.5
"semoga langsung taaruf ya",3,0,3,"Positive",1,0
"heleh taaruf ",0,0,0,"Positive",0,0
"pengin ta'aruf mencoba ya",2,2,0,"Positive",0.5,0.5
" taaruf tuh ceu fase perkenalan wkwk",1,1,0,"Positive",0.5,0.5
"tae taaruf gue ",0,1,-1,"Negative",0,1
"suami idamanku bunga ku harta laik yuk langsung ta'aruf yuk",5,4,1,"Positive",0.555555555555556,0.444444444444444
"taaruf dadi yaaruf ya habibi yaopo",1,0,1,"Positive",1,0
"taaruf daun kayaknya",1,1,0,"Positive",0.5,0.5
" jalur taaruf jalur zinah sayang",1,3,-2,"Negative",0.25,0.75
"taaruf biar enak",2,2,0,"Positive",0.5,0.5
"mencari orang ajak serius gampang pemikiran paham lihat orang enak taaruf pas banget cowonya ganteng mapan perbanyak ibadah yuk tau sirik lihat rumput tetangga ah",17,11,6,"Positive",0.607142857142857,0.392857142857143
" mah taaruf ya wkwk",1,0,1,"Positive",1,0
" musimnya nikah muda bilangnya taaruf",2,2,0,"Positive",0.5,0.5
"kalo enak taaruf",1,1,0,"Positive",0.5,0.5
" kayak taaruf",0,1,-1,"Negative",0,1
"tuh deh mengomong tuh taaruf nih",1,1,0,"Positive",0.5,0.5
"yauda taaruf modal masak mie",2,3,-1,"Negative",0.4,0.6
"anjir taaruf",1,1,0,"Positive",0.5,0.5
"cerita proses ta'aruf ketemu jodoh tibatiba triyatni ashari",4,3,1,"Positive",0.571428571428571,0.428571428571429
"pengalaman taaruf menikah ala upik abu jihan mawaddah",3,3,0,"Positive",0.5,0.5
"lihat berita ig tema nya selingkuhi taaruf ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"ta'aruf ldr bedanya ",0,3,-3,"Negative",0,1
" sih artis tau nikah dibilang taaruf modus ketemu lihat mata mengobrol chat perantara intens aduh",7,5,2,"Positive",0.583333333333333,0.416666666666667
" nih ala taaruf preet bawa agama biar eksis hadeh",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"ajarkan ngajakin aa taaruf ya teh",3,1,2,"Positive",0.75,0.25
